common_name	SMILES_code	InChI_code	aroma	flavor
(4-methylphenyl)acetaldehyde	CC1=CC=C(C=C1)CC=O	InChI=1S/C9H10O/c1-8-2-4-9(5-3-8)6-7-10/h2-5,7H,6H2,1H3	floral fruity	earthy|woody
4-vinylphenol	C=CC1=CC=C(C=C1)O	InChI=1S/C8H8O/c1-2-7-3-5-8(9)6-4-7/h2-6,9H,1H2	brown|vanilla	
1-methyl-4-(prop-1-en-2-yl)benzene	CC1=CC=C(C=C1)C(=C)C	InChI=1S/C10H12/c1-8(2)10-6-4-9(3)5-7-10/h4-7H,1H2,2-3H3	fruity|citrusy sharp|sour	sharp|spicy
palmitic acid	CCCCCCCCCCCCCCCC(=O)O	InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)	fatty	
paprika	CC1=C(C(CCC1)(C)C)C(=O)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CC(CC2(C)C)O)C)C)C.CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC(=O)C=C(C)CCC=C(C)C)C)C.CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC(=O)C2C(=CCCC2(C)C)C)C)C.CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC(=O)C2(CC(CC2(C)C)O)C)C)C.CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC	InChI=1S/3C41H56O2.C40H56O3.C18H27NO3/c2*1-30(18-13-20-32(3)23-25-37-35(6)28-36(42)29-41(37,9)10)16-11-12-17-31(2)19-14-21-33(4)24-26-38(43)39-34(5)22-15-27-40(39,7)8;1-31(2)16-13-23-36(7)28-38(42)26-24-34(5)21-14-19-32(3)17-11-12-18-33(4)20-15-22-35(6)25-27-40-37(8)29-39(43)30-41(40,9)10;1-29(17-13-19-31(3)21-23-36-33(5)25-34(41)26-38(36,6)7)15-11-12-16-30(2)18-14-20-32(4)22-24-37(43)40(10)28-35(42)27-39(40,8)9;1-14(2)8-6-4-5-7-9-18(21)19-13-15-10-11-16(20)17(12-15)22-3/h11-14,16-21,23-26,36,42H,15,22,27-29H2,1-10H3;11-14,16-26,36,39,42H,15,27-29H2,1-10H3;11-12,14-22,24-28,39,43H,13,23,29-30H2,1-10H3;11-24,34-35,41-42H,25-28H2,1-10H3;6,8,10-12,14,20H,4-5,7,9,13H2,1-3H3,(H,19,21)/b2*12-11+,18-13+,19-14+,25-23+,26-24+,30-16+,31-17+,32-20+,33-21+;12-11+,19-14+,20-15+,26-24+,27-25+,32-17+,33-18+,34-21+,35-22+,36-28+;12-11+,17-13+,18-14+,23-21+,24-22+,29-15+,30-16+,31-19+,32-20+;8-6+	fatty savory|meaty	vegetal|herbal vegetal fruity
paraldehyde	CC1OC(OC(O1)C)C	InChI=1S/C6H12O3/c1-4-7-5(2)9-6(3)8-4/h4-6H,1-3H3	sharp|sour	
apiole	COC1=C2C(=C(C(=C1)CC=C)OC)OCO2	InChI=1S/C12H14O4/c1-4-5-8-6-9(13-2)11-12(10(8)14-3)16-7-15-11/h4,6H,1,5,7H2,2-3H3	vegetal|herbal sharp|spicy fatty savory|meaty	sharp|spicy sharp|bitter
dillapiol	COC1=C(C2=C(C=C1CC=C)OCO2)OC	InChI=1S/C12H14O4/c1-4-5-8-6-9-11(16-7-15-9)12(14-3)10(8)13-2/h4,6H,1,5,7H2,2-3H3	dairy	
pent-2-enyl hexanoate	CCCCCC(=O)OCC=CCC	InChI=1S/C11H20O2/c1-3-5-7-9-11(12)13-10-8-6-4-2/h6,8H,3-5,7,9-10H2,1-2H3/b8-6-	dairy floral fruity|citrusy fruity	fruity savory|meaty
pentadecanoic acid	CCCCCCCCCCCCCCC(=O)O	InChI=1S/C15H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17/h2-14H2,1H3,(H,16,17)		dairy
2-hexanoylfuran	CCCCCC(=O)C1=CC=CO1	InChI=1S/C10H14O2/c1-2-3-4-6-9(11)10-7-5-8-12-10/h5,7-8H,2-4,6H2,1H3	dairy fruity	
amylamine	CCCCCN	InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3		starchy fruity savory|meaty
cid 6850741	CC1CCC2(CC1)C(CO2)C.CC1CCC(C(C1)O)C(C)C.CC1CCC(C(C1)OC(=O)C)C(C)C.CC1CCC(C(=O)C1)C(C)C.CC1CCC2=C(C1)OC=C2C.CC1CCC(=C(C)C)C(=O)C1	InChI=1S/C12H22O2.C10H18O.C10H14O.C10H20O.C10H18O.C10H16O/c1-8(2)11-6-5-9(3)7-12(11)14-10(4)13;1-8-3-5-10(6-4-8)9(2)7-11-10;1-7-3-4-9-8(2)6-11-10(9)5-7;3*1-7(2)9-5-4-8(3)6-10(9)11/h8-9,11-12H,5-7H2,1-4H3;8-9H,3-7H2,1-2H3;6-7H,3-5H2,1-2H3;7-11H,4-6H2,1-3H3;7-9H,4-6H2,1-3H3;8H,4-6H2,1-3H3	vegetal|herbal minty	vegetal|herbal fatty sweet minty
phenethyl 2-furoate	C1=CC=C(C=C1)CCOC(=O)C2=CC=CO2	InChI=1S/C13H12O3/c14-13(12-7-4-9-15-12)16-10-8-11-5-2-1-3-6-11/h1-7,9H,8,10H2	brown earthy sweet earthy|fungal sharp|repugnant	
phenethyl acetate	CC(=O)OCCC1=CC=CC=C1	InChI=1S/C10H12O2/c1-9(11)12-8-7-10-5-3-2-4-6-10/h2-6H,7-8H2,1H3	sweet brown floral	fruity|berry fruity
2-phenylethanol	C1=CC=C(C=C1)CCO	InChI=1S/C8H10O/c9-7-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2	brown floral sharp|bitter sweet	sharp|bitter starchy|bready fruity earthy|fungal sharp|repugnant
phenethyl anthranilate	C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2N	InChI=1S/C15H15NO2/c16-14-9-5-4-8-13(14)15(17)18-11-10-12-6-2-1-3-7-12/h1-9H,10-11,16H2	fruity|citrusy fruity sharp|bitter	
phenethyl benzoate	C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2	InChI=1S/C15H14O2/c16-15(14-9-5-2-6-10-14)17-12-11-13-7-3-1-4-8-13/h1-10H,11-12H2	brown floral sweet sharp|sour	
phenethyl butyrate	CCCC(=O)OCCC1=CC=CC=C1	InChI=1S/C12H16O2/c1-2-6-12(13)14-10-9-11-7-4-3-5-8-11/h3-5,7-8H,2,6,9-10H2,1H3	fruity|berry floral fruity sharp|sour	brown floral sweet fruity
phenethyl cinnamate	C1=CC=C(C=C1)CCOC(=O)C=CC2=CC=CC=C2	InChI=1S/C17H16O2/c18-17(12-11-15-7-3-1-4-8-15)19-14-13-16-9-5-2-6-10-16/h1-12H,13-14H2/b12-11+	floral brown sharp|sour	
phenethyl decanoate	CCCCCCCCCC(=O)OCCC1=CC=CC=C1	InChI=1S/C18H28O2/c1-2-3-4-5-6-7-11-14-18(19)20-16-15-17-12-9-8-10-13-17/h8-10,12-13H,2-7,11,14-16H2,1H3	dairy	
2-phenylethyl formate	C1=CC=C(C=C1)CCOC=O	InChI=1S/C9H10O2/c10-8-11-7-6-9-4-2-1-3-5-9/h1-5,8H,6-7H2	vegetal|herbal floral earthy sharp|repugnant sharp|sour	floral fruity sharp|repugnant sharp|sour
2-phenylethyl hexanoate	CCCCCC(=O)OCCC1=CC=CC=C1	InChI=1S/C14H20O2/c1-2-3-5-10-14(15)16-12-11-13-8-6-4-7-9-13/h4,6-9H,2-3,5,10-12H2,1H3	floral liquorlike fruity	brown|chocolate fruity sharp|bitter
phenethyl isobutyrate	CC(C)C(=O)OCCC1=CC=CC=C1	InChI=1S/C12H16O2/c1-10(2)12(13)14-9-8-11-6-4-3-5-7-11/h3-7,10H,8-9H2,1-2H3	sweet fruity sharp|bitter	floral sharp|bitter sweet fruity sharp|sour
phenethyl isothiocyanate	C1=CC=C(C=C1)CCN=C=S	InChI=1S/C9H9NS/c11-8-10-7-6-9-4-2-1-3-5-9/h1-5H,6-7H2	vegetal|vegetable vegetal	
phenethyl isovalerate	CC(C)CC(=O)OCCC1=CC=CC=C1	InChI=1S/C13H18O2/c1-11(2)10-13(14)15-9-8-12-6-4-3-5-7-12/h3-7,11H,8-10H2,1-2H3	floral sharp|bitter sweet fruity sharp|sour	floral sharp|bitter sweet fruity
phenethyl octanoate	CCCCCCCC(=O)OCCC1=CC=CC=C1	InChI=1S/C16H24O2/c1-2-3-4-5-9-12-16(17)18-14-13-15-10-7-6-8-11-15/h6-8,10-11H,2-5,9,12-14H2,1H3	liquorlike fruity	
phenethyl phenylacetate	C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2	InChI=1S/C16H16O2/c17-16(13-15-9-5-2-6-10-15)18-12-11-14-7-3-1-4-8-14/h1-10H,11-13H2	floral brown sharp|sour	sweet brown floral
2-phenylethyl propionate	CCC(=O)OCCC1=CC=CC=C1	InChI=1S/C11H14O2/c1-2-11(12)13-9-8-10-6-4-3-5-7-10/h3-7H,2,8-9H2,1H3	floral sharp|sour	fruity|berry
phenethyl salicylate	C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2O	InChI=1S/C15H14O3/c16-14-9-5-4-8-13(14)15(17)18-11-10-12-6-2-1-3-7-12/h1-9,16H,10-11H2	floral sharp|sour	floral fruity
2-butenoic acid, 3-methyl-, 2-phenylethyl ester	CC(=CC(=O)OCCC1=CC=CC=C1)C	InChI=1S/C13H16O2/c1-11(2)10-13(14)15-9-8-12-6-4-3-5-7-12/h3-7,10H,8-9H2,1-2H3	vegetal|herbal liquorlike sharp|sour	fruity
phenethyl tiglate	CC=C(C)C(=O)OCCC1=CC=CC=C1	InChI=1S/C13H16O2/c1-3-11(2)13(14)15-10-9-12-7-5-4-6-8-12/h3-8H,9-10H2,1-2H3/b11-3+	vegetal	
2-phenylethyl 2-methylbutanoate	CCC(C)C(=O)OCCC1=CC=CC=C1	InChI=1S/C13H18O2/c1-3-11(2)13(14)15-10-9-12-7-5-4-6-8-12/h4-8,11H,3,9-10H2,1-2H3	vegetal|herbal floral fruity sharp|sour	vegetal|herbal fruity
phenethylamine	C1=CC=C(C=C1)CCN	InChI=1S/C8H11N/c9-7-6-8-4-2-1-3-5-8/h1-5H,6-7,9H2	savory|fishy	
phenol	C1=CC=C(C=C1)O	InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H		brown sharp|spicy sharp|bitter savory|meaty
phenoxyacetic acid	C1=CC=C(C=C1)OCC(=O)O	InChI=1S/C8H8O3/c9-8(10)6-11-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)	brown floral sweet sharp|sour	sweet brown floral
phenylacetaldehyde	C1=CC=C(C=C1)CC=O	InChI=1S/C8H8O/c9-7-6-8-4-2-1-3-5-8/h1-5,7H,6H2	floral sharp|sour	floral sharp|bitter nan fruity
[2,2-bis(2-methylpropoxy)ethyl]benzene	CC(C)COC(CC1=CC=CC=C1)OCC(C)C	InChI=1S/C16H26O2/c1-13(2)11-17-16(18-12-14(3)4)10-15-8-6-5-7-9-15/h5-9,13-14,16H,10-12H2,1-4H3	floral	
(2,2-dimethoxyethyl)benzene	COC(CC1=CC=CC=C1)OC	InChI=1S/C10H14O2/c1-11-10(12-2)8-9-6-4-3-5-7-9/h3-7,10H,8H2,1-2H3	floral sharp|sour	sharp|spicy sharp|bitter
phenylacetaldehyde glyceryl acetal	C1C(OC(O1)CC2=CC=CC=C2)CO	InChI=1S/C11H14O3/c12-7-10-8-13-11(14-10)6-9-4-2-1-3-5-9/h1-5,10-12H,6-8H2	floral	floral
2-benzyl-4,5-dimethyl-1,3-dioxolane	CC1C(OC(O1)CC2=CC=CC=C2)C	InChI=1S/C12H16O2/c1-9-10(2)14-12(13-9)8-11-6-4-3-5-7-11/h3-7,9-10,12H,8H2,1-2H3		earthy  fruity
phenylacetic acid	C1=CC=C(C=C1)CC(=O)O	InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)	brown floral sweet sharp|sour sharp|sulfurous	sweet brown floral
phosphoric acid	OP(=O)(O)O	InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)		sharp|sour
3-(4-chlorobenzal)phthalide	C1=CC=C2C(=C1)C(=CC3=CC=C(C=C3)Cl)OC2=O	InChI=1S/C15H9ClO2/c16-11-7-5-10(6-8-11)9-14-12-3-1-2-4-13(12)15(17)18-14/h1-9H/b14-9-	brown	vegetal|herbal vegetal floral fruity
phytol	CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C	InChI=1S/C20H40O/c1-17(2)9-6-10-18(3)11-7-12-19(4)13-8-14-20(5)15-16-21/h15,17-19,21H,6-14,16H2,1-5H3/b20-15+/t18-,19-/m1/s1	floral	brown floral fruity savory|meaty sharp|sour
phytyl acetate	CC(C)CCCC(C)CCCC(C)CCCC(=CCOC(=O)C)C	InChI=1S/C22H42O2/c1-18(2)10-7-11-19(3)12-8-13-20(4)14-9-15-21(5)16-17-24-22(6)23/h16,18-20H,7-15,17H2,1-6H3/b21-16+/t19-,20-/m1/s1	brown sharp|sour	fruity savory|meaty
1-boc-piperazine	CC(C)(C)OC(=O)N1CCNCC1	InChI=1S/C9H18N2O2/c1-9(2,3)13-8(12)11-6-4-10-5-7-11/h10H,4-7H2,1-3H3		sharp|salty fruity savory|meaty
4-amino-1-boc-piperidine	CC(C)(C)OC(=O)N1CCC(CC1)N	InChI=1S/C10H20N2O2/c1-10(2,3)14-9(13)12-6-4-8(11)5-7-12/h8H,4-7,11H2,1-3H3	floral	
rotundifolone	CC(=C1CCC2(C(C1=O)O2)C)C	InChI=1S/C10H14O2/c1-6(2)7-4-5-10(3)9(12-10)8(7)11/h9H,4-5H2,1-3H3/t9-,10+/m1/s1	vegetal|herbal	vegetal|herbal minty
piperonyl acetate	CC(=O)OCC1=CC2=C(C=C1)OCO2	InChI=1S/C10H10O4/c1-7(11)12-5-8-2-3-9-10(4-8)14-6-13-9/h2-4H,5-6H2,1H3	floral fruity	floral fruity sharp|bitter
piperonyl isobutyrate	CC(C)C(=O)OCC1=CC2=C(C=C1)OCO2	InChI=1S/C12H14O4/c1-8(2)12(13)14-6-9-3-4-10-11(5-9)16-7-15-10/h3-5,8H,6-7H2,1-2H3	fruity|berry fruity	
galactoarabinan	CC1C(C(C(C(O1)CO)O)OC2C(C(C(C(O2)COC3C(C(C(CO3)O)OC)O)O)OC)O)O	InChI=1S/C20H36O14/c1-7-11(23)18(12(24)9(4-21)32-7)34-20-15(27)17(29-3)13(25)10(33-20)6-31-19-14(26)16(28-2)8(22)5-30-19/h7-27H,4-6H2,1-3H3	earthy|woody brown sharp|sour	
ellagic acid	C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O	InChI=1S/C14H6O8/c15-5-1-3-7-8-4(14(20)22-11(7)9(5)17)2-6(16)10(18)12(8)21-13(3)19/h1-2,15-18H		sharp|sour
salicortin-populus sp. (poplar)	C1CC(=O)C(C=C1)(C(=O)OCC2=CC(=CC=C2)OC3C(C(C(C(O3)CO)O)O)O)O	InChI=1S/C20H24O10/c21-9-13-15(23)16(24)17(25)18(30-13)29-12-5-3-4-11(8-12)10-28-19(26)20(27)7-2-1-6-14(20)22/h2-5,7-8,13,15-18,21,23-25,27H,1,6,9-10H2/t13?,15-,16-,17?,18-,20+/m1/s1	vegetal|herbal brown sharp|sour	
meconic acid	C1=C(OC(=C(C1=O)O)C(=O)O)C(=O)O	InChI=1S/C7H4O7/c8-2-1-3(6(10)11)14-5(4(2)9)7(12)13/h1,9H,(H,10,11)(H,12,13)	brown fatty sharp|bitter	sharp|bitter
potassium 2-(2-ethoxyethoxy)propanoate	CCOCCOC(C)C(=O)[O-].[K+]	InChI=1S/C7H14O4.K/c1-3-10-4-5-11-6(2)7(8)9;/h6H,3-5H2,1-2H3,(H,8,9);/q;+1/p-1	floral sharp|spicy	
prenyl acetate	CC(=CCOC(=O)C)C	InChI=1S/C7H12O2/c1-6(2)4-5-9-7(3)8/h4H,5H2,1-3H3	fruity	
prenyl benzoate	CC(=CCOC(=O)C1=CC=CC=C1)C	InChI=1S/C12H14O2/c1-10(2)8-9-14-12(13)11-6-4-3-5-7-11/h3-8H,9H2,1-2H3	brown|chocolate brown sharp|bitter fruity sharp|sour	brown|chocolate brown sharp|bitter sharp|sour
prenyl caproate	CCCCCC(=O)OCC=C(C)C	InChI=1S/C11H20O2/c1-4-5-6-7-11(12)13-9-8-10(2)3/h8H,4-7,9H2,1-3H3	fruity	fruity
prenyl formate	CC(=CCOC=O)C	InChI=1S/C6H10O2/c1-6(2)3-4-8-5-7/h3,5H,4H2,1-2H3	liquorlike fruity	liquorlike fruity
prenyl isobutyrate	CC(C)C(=O)OCC=C(C)C	InChI=1S/C9H16O2/c1-7(2)5-6-11-9(10)8(3)4/h5,8H,6H2,1-4H3	dairy fruity fatty	dairy fruity fatty
trans-propenyl propyl disulfide	CCCSSC=CC	InChI=1S/C6H12S2/c1-3-5-7-8-6-4-2/h3,5H,4,6H2,1-2H3/b5-3+	vegetal|allium	vegetal|allium fatty
vanitrope	CCOC1=C(C=C(C=C1)C=CC)O	InChI=1S/C11H14O2/c1-3-5-9-6-7-11(13-4-2)10(12)8-9/h3,5-8,12H,4H2,1-2H3/b5-3+	brown|vanilla	brown|vanilla
propionic acid	CCC(=O)O	InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)	sharp|sour	sharp|sour
3'-(trifluoromethyl)propiophenone	CCC(=O)C1=CC(=CC=C1)C(F)(F)F	InChI=1S/C10H9F3O/c1-2-9(14)7-4-3-5-8(6-7)10(11,12)13/h3-6H,2H2,1H3	floral	
propyl 2,4-decadienoate	CCCCCC=CC=CC(=O)OCCC	InChI=1S/C13H22O2/c1-3-5-6-7-8-9-10-11-13(14)15-12-4-2/h8-11H,3-7,12H2,1-2H3/b9-8+,11-10+	fruity	fruity
propyl 2-furanacrylate	CCCOC(=O)C=CC1=CC=CO1	InChI=1S/C10H12O3/c1-2-7-13-10(11)6-5-9-4-3-8-12-9/h3-6,8H,2,7H2,1H3/b6-5-	fruity|berry brown sweet fruity sharp|sour	sweet brown fruity
propyl 2-furoate	CCCOC(=O)C1=CC=CO1	InChI=1S/C8H10O3/c1-2-5-11-8(9)7-4-3-6-10-7/h3-4,6H,2,5H2,1H3	earthy vegetal|herbal	
propyl 2-mercaptopropionate	CCCOC(=O)C(C)S	InChI=1S/C6H12O2S/c1-3-4-8-6(7)5(2)9/h5,9H,3-4H2,1-2H3	savory|cooked brown savory|meaty	
propyl 2-methyl-3-furyl disulfide	CCCSSC1=C(OC=C1)C	InChI=1S/C8H12OS2/c1-3-6-10-11-8-4-5-9-7(8)2/h4-5H,3,6H2,1-2H3	savory|meaty	
propyl acetate	CCCOC(=O)C	InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3	fruity|berry sharp|bitter sweet fruity	fruity|berry sharp|bitter sweet fruity
1-propanol	CCCO	InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3	liquorlike fruity	fruity
propyl benzoate	CCCOC(=O)C1=CC=CC=C1	InChI=1S/C10H12O2/c1-2-8-12-10(11)9-6-4-3-5-7-9/h3-7H,2,8H2,1H3	brown sharp|sour earthy|nutty	fruity earthy|nutty
propyl butyrate	CCCC(=O)OCCC	InChI=1S/C7H14O2/c1-3-5-7(8)9-6-4-2/h3-6H2,1-2H3	sharp|sour fruity	fruity
propyl cinnamate	CCCOC(=O)C=CC1=CC=CC=C1	InChI=1S/C12H14O2/c1-2-10-14-12(13)9-8-11-6-4-3-5-7-11/h3-9H,2,10H2,1H3/b9-8+	liquorlike fruity	liquorlike fruity
dipropyl disulfide	CCCSSCCC	InChI=1S/C6H14S2/c1-3-5-7-8-6-4-2/h3-6H2,1-2H3	vegetal|allium sharp|sulfurous	
propyl formate	CCCOC=O	InChI=1S/C4H8O2/c1-2-3-6-4-5/h4H,2-3H2,1H3	liquorlike sharp|bitter sweet fruity sharp|sour	sweet fruity sharp|bitter
propyl gallate	CCCOC(=O)C1=CC(=C(C(=C1)O)O)O	InChI=1S/C10H12O5/c1-2-3-15-10(14)6-4-7(11)9(13)8(12)5-6/h4-5,11-13H,2-3H2,1H3		sharp|bitter
propyl heptanoate	CCCCCCC(=O)OCCC	InChI=1S/C10H20O2/c1-3-5-6-7-8-10(11)12-9-4-2/h3-9H2,1-2H3	sharp|sour	fruity
propyl isobutyrate	CCCOC(=O)C(C)C	InChI=1S/C7H14O2/c1-4-5-9-7(8)6(2)3/h6H,4-5H2,1-3H3	fruity	
propyl isovalerate	CCCOC(=O)CC(C)C	InChI=1S/C8H16O2/c1-4-5-10-8(9)6-7(2)3/h7H,4-6H2,1-3H3	sweet fruity sharp|bitter	sweet fruity sharp|bitter
1-propanethiol	CCCS	InChI=1S/C3H8S/c1-2-3-4/h4H,2-3H2,1H3	vegetal|vegetable	vegetal|vegetable vegetal|allium
propylparaben	CCCOC(=O)C1=CC=C(C=C1)O	InChI=1S/C10H12O3/c1-2-7-13-10(12)8-3-5-9(11)6-4-8/h3-6,11H,2,7H2,1H3	sharp|chemical	
propyl phenylacetate	CCCOC(=O)CC1=CC=CC=C1	InChI=1S/C11H14O2/c1-2-8-13-11(12)9-10-6-4-3-5-7-10/h3-7H,2,8-9H2,1H3	brown floral sweet fruity	sweet brown floral
propyl propane thiosulfonate	CCCSS(=O)(=O)CCC	InChI=1S/C6H14O2S2/c1-3-5-9-10(7,8)6-4-2/h3-6H2,1-2H3	savory|cooked brown	vegetal|allium savory|meaty
propyl propionate	CCCOC(=O)CC	InChI=1S/C6H12O2/c1-3-5-8-6(7)4-2/h3-5H2,1-2H3	fruity	sharp|bitter
s-propyl thioacetate	CCCSC(=O)C	InChI=1S/C5H10OS/c1-3-4-7-5(2)6/h3-4H2,1-2H3		vegetal|allium
propylamine	CCCN	InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3	sharp|chemical	starchy fruity savory|meaty
propylene glycol alginate	CC1C(C(C(OC1C(=O)OCC(C)O)OC2C(C(C(OC2C(=O)O)OC)O)O)O)O	InChI=1S/C17H28O13/c1-5(18)4-27-15(25)11-6(2)7(19)9(21)17(28-11)29-12-8(20)10(22)16(26-3)30-13(12)14(23)24/h5-13,16-22H,4H2,1-3H3,(H,23,24)	sharp|sour	
pseudoionone	CC(=CCCC(=CC=CC(=O)C)C)C	InChI=1S/C13H20O/c1-11(2)7-5-8-12(3)9-6-10-13(4)14/h6-7,9-10H,5,8H2,1-4H3/b10-6+,12-9+	brown sharp|sour sharp|spicy	brown fruity savory|meaty sharp|sour
pulegone	CC1CCC(=C(C)C)C(=O)C1	InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)6-10(9)11/h8H,4-6H2,1-3H3/t8-/m1/s1	vegetal|herbal minty	vegetal|herbal minty sharp|spicy
3-(trifluoromethyl)-5,6,7,8-tetrahydro-[1,2,4]triazolo[4,3-a]pyrazine hydrochloride	C1CN2C(=NN=C2C(F)(F)F)CN1.Cl	InChI=1S/C6H7F3N4.ClH/c7-6(8,9)5-12-11-4-3-10-1-2-13(4)5;/h10H,1-3H2;1H		vegetal|vegetable
pyrazineethanethiol	C1=CN=C(C=N1)CCS	InChI=1S/C6H8N2S/c9-4-1-6-5-7-2-3-8-6/h2-3,5,9H,1,4H2	vegetal|vegetable savory|meaty sharp|sulfurous	savory|meaty
2-(methylthio)pyrazine	CSC1=NC=CN=C1	InChI=1S/C5H6N2S/c1-8-5-4-6-2-3-7-5/h2-4H,1H3	sharp|sulfurous	
1-boc-pyrrolidine-3-carboxylic acid	CC(C)(C)OC(=O)N1CCC(C1)C(=O)O	InChI=1S/C10H17NO4/c1-10(2,3)15-9(14)11-5-4-7(6-11)8(12)13/h7H,4-6H2,1-3H3,(H,12,13)	sharp|chemical	sharp|chemical
pyrrolidino-(1,2e)-4h-2,4-dimethyl-1,3,5-dithiazine	CC1N2CCCC2SC(S1)C	InChI=1S/C8H15NS2/c1-6-9-5-3-4-8(9)11-7(2)10-6/h6-8H,3-5H2,1-2H3/t6-,7-,8+/m0/s1	savory|cooked brown savory|meaty	savory|meaty
pyruvaldehyde bis(thiosemicarbazone)	CC(=NNC(=S)N)C=NNC(=S)N	InChI=1S/C5H10N6S2/c1-3(9-11-5(7)13)2-8-10-4(6)12/h2H,1H3,(H3,6,10,12)(H3,7,11,13)/b8-2+,9-3+	sweet brown	sweet brown
pyruvic acid	CC(=O)C(=O)O	InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)	sharp|sour	sweet brown sharp|sour
9-formyl-5,10-dihydroxy-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	CC1(CCC2(C(C1)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)C=O)O)C)C(=O)O)C	InChI=1S/C30H46O5/c1-25(2)13-14-30(24(34)35)19(15-25)18-7-8-21-26(3)11-10-22(32)27(4,17-31)20(26)9-12-28(21,5)29(18,6)16-23(30)33/h7,17,19-23,32-33H,8-16H2,1-6H3,(H,34,35)	dairy	sweet sharp|bitter
quinine	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O	InChI=1S/C20H24N2O2/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18/h3-6,8,11,13-14,19-20,23H,1,7,9-10,12H2,2H3/t13-,14-,19-,20+/m0/s1		sharp|bitter
quinine sulfate	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.OS(=O)(=O)O	InChI=1S/C20H24N2O2.H2O4S/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18;1-5(2,3)4/h3-6,8,11,13-14,19-20,23H,1,7,9-10,12H2,2H3;(H2,1,2,3,4)/t13-,14-,19-,20+;/m0./s1	dairy sharp|bitter	sharp|bitter
quinine hydrochloride	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.Cl	InChI=1S/C20H24N2O2.ClH/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18;/h3-6,8,11,13-14,19-20,23H,1,7,9-10,12H2,2H3;1H/t13-,14-,19-,20+;/m0./s1		sharp|bitter
quinine sulphate	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.OS(=O)(=O)O	InChI=1S/2C20H24N2O2.H2O4S/c2*1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18;1-5(2,3)4/h2*3-6,8,11,13-14,19-20,23H,1,7,9-10,12H2,2H3;(H2,1,2,3,4)/t2*13-,14-,19-,20+;/m00./s1		sharp|bitter
quinoline	C1=CC=C2C(=C1)C=CC=N2	InChI=1S/C9H7N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-7H	sharp|repugnant	earthy
rhodinol	CC(CCCC(=C)C)CCO	InChI=1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h10-11H,1,4-8H2,2-3H3/t10-/m0/s1	floral fatty	floral fruity|citrusy sharp|sour
